timestamp,views
2016-09-22,263129254
2016-09-23,246006088
2016-09-24,229090708
2016-09-25,249305106
2016-09-26,266939174
2016-09-27,253433321
2016-09-28,256484106
2016-09-29,251464707
2016-09-30,235312302
2016-10-01,230026797
2016-10-02,251724281
2016-10-03,266148371
2016-10-04,262061405
2016-10-05,262692798
2016-10-06,261477215
2016-10-07,239559729
2016-10-08,233470530
2016-10-09,255867067
2016-10-10,261515473
2016-10-11,258666727
2016-10-12,260830090
2016-10-13,260654640
2016-10-14,247316781
2016-10-15,240077584
2016-10-16,260776650
2016-10-17,274322059
2016-10-18,268054358
2016-10-19,262441534
2016-10-20,255898226
2016-10-21,246409757
2016-10-22,234711255
2016-10-23,255354029
2016-10-24,271076811
2016-10-25,262744058
2016-10-26,255736117
2016-10-27,253613969
2016-10-28,235688281
2016-10-29,226475807
2016-10-30,251087997
2016-10-31,264541185
2016-11-01,259117309
2016-11-02,265813382
2016-11-03,269852547
2016-11-04,255121069
2016-11-05,247660614
2016-11-06,268353857
2016-11-07,278864476
2016-11-08,273132227
2016-11-09,279444029
2016-11-10,271600847
2016-11-11,262508529
2016-11-12,254356686
2016-11-13,278391044
2016-11-14,291636754
2016-11-15,277129053
2016-11-16,272426765
2016-11-17,267608136
2016-11-18,259068177
2016-11-19,242531701
2016-11-20,264779026
2016-11-21,279770756
2016-11-22,270293795
2016-11-23,256154339
2016-11-24,245500375
2016-11-25,239235781
2016-11-26,252501479
2016-11-27,272899758
2016-11-28,278382646
2016-11-29,279781689
2016-11-30,269196315
2016-12-01,260066385
2016-12-02,250255961
2016-12-03,249758497
2016-12-04,269615790
2016-12-05,279924300
2016-12-06,277206514
2016-12-07,271690225
2016-12-08,268541544
2016-12-09,253639103
2016-12-10,242696541
2016-12-11,261336032
2016-12-12,273023570
2016-12-13,262975748
2016-12-14,262107670
2016-12-15,249227553
2016-12-16,234612388
2016-12-17,228264373
2016-12-18,259846401
2016-12-19,273998881
2016-12-20,262946920
2016-12-21,255436930
2016-12-22,246234247
2016-12-23,230865393
2016-12-24,234194501
2016-12-25,237753889
2016-12-26,260389339
2016-12-27,274080180
2016-12-28,274697955
2016-12-29,281605235
2016-12-30,258525316
2016-12-31,240635052
2017-01-01,257199090
2017-01-02,289715316
2017-01-03,287019962
2017-01-04,278697244
2017-01-05,279026471
2017-01-06,270693165
2017-01-07,272476847
2017-01-08,289987187
2017-01-09,297811078
2017-01-10,282557196
2017-01-11,278248095
2017-01-12,276128823
2017-01-13,273968564
2017-01-14,269994437
2017-01-15,289171105
2017-01-16,299618845
2017-01-17,291774842
2017-01-18,282653106
2017-01-19,281094198
2017-01-20,273712611
2017-01-21,264983691
2017-01-22,292964407
2017-01-23,299450744
2017-01-24,286912309
2017-01-25,282298672
2017-01-26,289850617
2017-01-27,268555471
2017-01-28,271016458
2017-01-29,291350555
2017-01-30,299500828
2017-01-31,285510006
2017-02-01,279977117
2017-02-02,272267741
2017-02-03,264058228
2017-02-04,259707343
2017-02-05,285537420
2017-02-06,299438185
2017-02-07,285256887
2017-02-08,280026138
2017-02-09,279445823
2017-02-10,262683602
2017-02-11,259409618
2017-02-12,285158525
2017-02-13,295633626
2017-02-14,272347680
2017-02-15,276481812
2017-02-16,270277944
2017-02-17,256844589
2017-02-18,255349596
2017-02-19,279523484
2017-02-20,292354777
2017-02-21,284115741
2017-02-22,278198319
2017-02-23,267769800
2017-02-24,258449664
2017-02-25,257961917
2017-02-26,288334353
2017-02-27,308156045
2017-02-28,283697588
2017-03-01,273828142
2017-03-02,268935201
2017-03-03,258540014
2017-03-04,250948194
2017-03-05,276142985
2017-03-06,285320618
2017-03-07,278448020
2017-03-08,272834694
2017-03-09,270854083
2017-03-10,253765575
2017-03-11,252396289
2017-03-12,277467829
2017-03-13,277408231
2017-03-14,275499945
2017-03-15,268412011
2017-03-16,263317926
2017-03-17,256323496
2017-03-18,261568537
2017-03-19,276319027
2017-03-20,277801413
2017-03-21,281922805
2017-03-22,271012366
2017-03-23,260601934
2017-03-24,245566955
2017-03-25,239863564
2017-03-26,259778385
2017-03-27,265401507
2017-03-28,264167894
2017-03-29,263276748
2017-03-30,253901928
2017-03-31,241839575
2017-04-01,230419522
2017-04-02,251457574
2017-04-03,272061323
2017-04-04,262827644
2017-04-05,255639817
2017-04-06,254099272
2017-04-07,242698879
2017-04-08,233230934
2017-04-09,250629034
2017-04-10,264154074
2017-04-11,250240556
2017-04-12,255669667
2017-04-13,248450679
2017-04-14,241546954
2017-04-15,236139859
2017-04-16,251794497
2017-04-17,274086769
2017-04-18,266916406
2017-04-19,266664552
2017-04-20,258896417
2017-04-21,247393232
2017-04-22,238820490
2017-04-23,261255081
2017-04-24,273337637
2017-04-25,263350189
2017-04-26,257528069
2017-04-27,255523347
2017-04-28,240484340
2017-04-29,232167442
2017-04-30,253595855
2017-05-01,275977724
2017-05-02,265862352
2017-05-03,258532140
2017-05-04,254563078
2017-05-05,245278317
2017-05-06,238331207
2017-05-07,256674077
2017-05-08,271345148
2017-05-09,264175992
2017-05-10,256871416
2017-05-11,251472165
2017-05-12,236455829
2017-05-13,232298708
2017-05-14,249109388
2017-05-15,268622174
2017-05-16,256905060
2017-05-17,257516264
2017-05-18,257557979
2017-05-19,241773391
2017-05-20,233969147
2017-05-21,250815178
2017-05-22,294194978
2017-05-23,267636853
2017-05-24,249190017
2017-05-25,242354018
2017-05-26,228718940
2017-05-27,220897663
2017-05-28,240063283
2017-05-29,262255929
2017-05-30,258298146
2017-05-31,286841738
2017-06-01,244044278
2017-06-02,231445886
2017-06-03,226987955
2017-06-04,243615376
2017-06-05,257693441
2017-06-06,254412119
2017-06-07,250408135
2017-06-08,245829937
2017-06-09,238268665
2017-06-10,224300608
2017-06-11,241797571
2017-06-12,258062552
2017-06-13,249088806
2017-06-14,238520029
2017-06-15,235948603
2017-06-16,227245703
2017-06-17,221464748
2017-06-18,233163958
2017-06-19,247399521
2017-06-20,241695517
2017-06-21,246742513
2017-06-22,233912837
2017-06-23,225519315
2017-06-24,217803545
2017-06-25,230026908
2017-06-26,238229715
2017-06-27,232644768
2017-06-28,235281924
2017-06-29,231746707
2017-06-30,220632550
2017-07-01,216145677
2017-07-02,227650505
2017-07-03,237434172
2017-07-04,236337768
2017-07-05,235037198
2017-07-06,235594884
2017-07-07,227693566
2017-07-08,223556364
2017-07-09,236896942
2017-07-10,250953572
2017-07-11,242459249
2017-07-12,241957244
2017-07-13,236797658
2017-07-14,227003969
2017-07-15,222827537
2017-07-16,240521606
2017-07-17,245935154
2017-07-18,238369178
2017-07-19,237238971
2017-07-20,238216724
2017-07-21,233927538
2017-07-22,226546965
2017-07-23,243900990
2017-07-24,250562470
2017-07-25,244274910
2017-07-26,238832257
2017-07-27,234221882
2017-07-28,226922013
2017-07-29,216858458
2017-07-30,234511642
2017-07-31,241316734
2017-08-01,236121327
2017-08-02,236176610
2017-08-03,231499935
2017-08-04,222142542
2017-08-05,214372633
2017-08-06,232128017
2017-08-07,240987218
2017-08-08,237674080
2017-08-09,240278303
2017-08-10,234771303
2017-08-11,225165072
2017-08-12,219733402
2017-08-13,231044322
2017-08-14,238159212
2017-08-15,236436259
2017-08-16,236464976
2017-08-17,233515730
2017-08-18,227433230
2017-08-19,217964019
2017-08-20,238861563
2017-08-21,244165056
2017-08-22,238595233
2017-08-23,235228963
2017-08-24,231218183
2017-08-25,224391491
2017-08-26,217703996
2017-08-27,233112032
2017-08-28,240579495
2017-08-29,236728941
2017-08-30,234600545
2017-08-31,229724927
2017-09-01,218138913
2017-09-02,216563618
2017-09-03,237152213
2017-09-04,248685010
2017-09-05,249562224
2017-09-06,241512992
2017-09-07,238816351
2017-09-08,225822519
2017-09-09,217548429
2017-09-10,238384007
2017-09-11,243613490
2017-09-12,237288464
2017-09-13,236317353
2017-09-14,236182125
2017-09-15,228605674
2017-09-16,222072277
2017-09-17,242158426
2017-09-18,257407168
2017-09-19,248729138
2017-09-20,244313983
2017-09-21,242989345
2017-09-22,230153792
2017-09-23,223104006
2017-09-24,239078025
2017-09-25,250950751
2017-09-26,246101748
2017-09-27,241404752
2017-09-28,240791648
2017-09-29,223389500
2017-09-30,212214320
2017-10-01,232711638
2017-10-02,250788489
2017-10-03,250577051
2017-10-04,243789791
2017-10-05,240826909
2017-10-06,231682470
2017-10-07,227297661
2017-10-08,245048988
2017-10-09,259336538
2017-10-10,255349870
2017-10-11,250769344
2017-10-12,244786324
2017-10-13,235065063
2017-10-14,226588879
2017-10-15,246737723
2017-10-16,258033484
2017-10-17,250691681
2017-10-18,242103222
2017-10-19,240624149
2017-10-20,234169872
2017-10-21,228130208
2017-10-22,249192851
2017-10-23,262350492
2017-10-24,257594759
2017-10-25,252555374
2017-10-26,245021294
2017-10-27,232561069
2017-10-28,227873879
2017-10-29,251117294
2017-10-30,260757317
2017-10-31,246638498
2017-11-01,245997127
2017-11-02,253643825
2017-11-03,238078188
2017-11-04,231904178
2017-11-05,256429405
2017-11-06,262311971
2017-11-07,258324684
2017-11-08,254965389
2017-11-09,248586182
2017-11-10,235358360
2017-11-11,232644816
2017-11-12,253127535
2017-11-13,266751247
2017-11-14,259460016
2017-11-15,253678008
2017-11-16,251793266
2017-11-17,236822824
2017-11-18,231826074
2017-11-19,252684666
2017-11-20,270098673
2017-11-21,256641742
2017-11-22,250952678
2017-11-23,233493844
2017-11-24,224892662
2017-11-25,234940835
2017-11-26,254249034
2017-11-27,272091088
2017-11-28,263236280
2017-11-29,255233213
2017-11-30,245855174
2017-12-01,234766440
2017-12-02,223279761
2017-12-03,245819134
2017-12-04,261649670
2017-12-05,261203674
2017-12-06,249286370
2017-12-07,258083984
2017-12-08,244266774
2017-12-09,231974553
2017-12-10,252218017
2017-12-11,265949758
2017-12-12,253321463
2017-12-13,250093109
2017-12-14,242477144
2017-12-15,228605114
2017-12-16,221668293
2017-12-17,239034822
2017-12-18,253744053
2017-12-19,240056427
2017-12-20,233037656
2017-12-21,229031021
2017-12-22,213598030
2017-12-23,216040737
2017-12-24,221519286
2017-12-25,226745200
2017-12-26,241982306
2017-12-27,248393038
2017-12-28,252833502
2017-12-29,245708960
2017-12-30,242828024
2017-12-31,241311080
2018-01-01,254004895
2018-01-02,271970474
2018-01-03,271754128
2018-01-04,262030351
2018-01-05,258797232
2018-01-06,271726182
2018-01-07,278262904
2018-01-08,286077530
2018-01-09,270794915
2018-01-10,266009404
2018-01-11,270478160
2018-01-12,254774919
2018-01-13,258228010
2018-01-14,286198199
2018-01-15,293352495
2018-01-16,277937692
2018-01-17,276807372
2018-01-18,287623674
2018-01-19,255037913
2018-01-20,248678061
2018-01-21,271949536
2018-01-22,286744283
2018-01-23,274131991
2018-01-24,268980348
2018-01-25,264998286
2018-01-26,258082731
2018-01-27,250203704
2018-01-28,275092457
2018-01-29,286403997
2018-01-30,269390035
2018-01-31,264594182
2018-02-01,259389988
2018-02-02,249143903
2018-02-03,247616770
2018-02-04,270954687
2018-02-05,282862407
2018-02-06,269835535
2018-02-07,263535106
2018-02-08,262974215
2018-02-09,250503379
2018-02-10,248228828
2018-02-11,269435881
2018-02-12,277064820
2018-02-13,264501217
2018-02-14,254280551
2018-02-15,254650697
2018-02-16,248825318
2018-02-17,246495901
2018-02-18,267296223
2018-02-19,279634303
2018-02-20,269090269
2018-02-21,266536143
2018-02-22,261945680
2018-02-23,252988876
2018-02-24,246446816
2018-02-25,276984314
2018-02-26,285124856
2018-02-27,270896674
2018-02-28,263091065
2018-03-01,259948323
2018-03-02,248193965
2018-03-03,248455158
2018-03-04,270825902
2018-03-05,290259506
2018-03-06,268181631
2018-03-07,263749375
2018-03-08,260216863
2018-03-09,248118042
2018-03-10,242508715
2018-03-11,267327597
2018-03-12,278573713
2018-03-13,268124419
2018-03-14,274436000
2018-03-15,260369192
2018-03-16,248456051
2018-03-17,244307938
2018-03-18,265322854
2018-03-19,272784374
2018-03-20,260811340
2018-03-21,259485687
2018-03-22,258118766
2018-03-23,247161719
2018-03-24,238161811
2018-03-25,256805417
2018-03-26,268421339
2018-03-27,260428454
2018-03-28,254185785
2018-03-29,246477844
2018-03-30,245116497
2018-03-31,239811905
2018-04-01,252675261
2018-04-02,272919397
2018-04-03,266684634
2018-04-04,260871840
2018-04-05,253103719
2018-04-06,246901570
2018-04-07,246829840
2018-04-08,267289432
2018-04-09,276232602
2018-04-10,262767445
2018-04-11,265038607
2018-04-12,258728356
2018-04-13,245229556
2018-04-14,238878257
2018-04-15,270245924
2018-04-16,276097734
2018-04-17,262640494
2018-04-18,257893371
2018-04-19,247415497
2018-04-20,240716754
2018-04-21,236492726
2018-04-22,254709218
2018-04-23,265359703
2018-04-24,262869032
2018-04-25,264210926
2018-04-26,251982187
2018-04-27,243941232
2018-04-28,231240109
2018-04-29,248990541
2018-04-30,261397566
2018-05-01,253688752
2018-05-02,246476978
2018-05-03,246863030
2018-05-04,237574932
2018-05-05,231603196
2018-05-06,245260367
2018-05-07,261996660
2018-05-08,255885138
2018-05-09,248229020
2018-05-10,249614379
2018-05-11,240662605
2018-05-12,236043509
2018-05-13,250153694
2018-05-14,263683784
2018-05-15,256633680
2018-05-16,255813379
2018-05-17,250659729
2018-05-18,241236399
2018-05-19,260179610
2018-05-20,269896594
2018-05-21,273821611
2018-05-22,262074230
2018-05-23,252193398
2018-05-24,243245413
2018-05-25,235636283
2018-05-26,230043801
2018-05-27,248939352
2018-05-28,260256771
2018-05-29,262022908
2018-05-30,249923234
2018-05-31,244528482
2018-06-01,233478386
2018-06-02,228228242
2018-06-03,246384090
2018-06-04,255182779
2018-06-05,251398633
2018-06-06,245931901
2018-06-07,247617863
2018-06-08,246414514
2018-06-09,235968879
2018-06-10,250044008
2018-06-11,257687629
2018-06-12,247936167
2018-06-13,246159107
2018-06-14,240557562
2018-06-15,230006858
2018-06-16,223349366
2018-06-17,245184164
2018-06-18,254251362
2018-06-19,252069058
2018-06-20,243144923
2018-06-21,237336589
2018-06-22,232476624
2018-06-23,232793135
2018-06-24,244154135
2018-06-25,250770721
2018-06-26,242378195
2018-06-27,240911371
2018-06-28,237527534
2018-06-29,228027503
2018-06-30,229044877
2018-07-01,244563187
2018-07-02,252548037
2018-07-03,244743887
2018-07-04,243059328
2018-07-05,242816641
2018-07-06,240303943
2018-07-07,241745568
2018-07-08,254917133
2018-07-09,260079545
2018-07-10,260365765
2018-07-11,253781285
2018-07-12,249844423
2018-07-13,244571277
2018-07-14,242718191
2018-07-15,270456975
2018-07-16,264587663
2018-07-17,252542416
2018-07-18,248867712
2018-07-19,243873715
2018-07-20,236904731
2018-07-21,232962303
2018-07-22,252442926
2018-07-23,256659731
2018-07-24,249569524
2018-07-25,246740607
2018-07-26,243391335
2018-07-27,238717761
2018-07-28,234574023
2018-07-29,255718145
2018-07-30,266337765
2018-07-31,252759799
2018-08-01,251446219
2018-08-02,244486599
2018-08-03,237560098
2018-08-04,236147850
2018-08-05,250059803
2018-08-06,256899970
2018-08-07,252996180
2018-08-08,245623764
2018-08-09,242510365
2018-08-10,233672516
2018-08-11,227712119
2018-08-12,245805472
2018-08-13,252441228
2018-08-14,243206366
2018-08-15,242250060
2018-08-16,246083965
2018-08-17,238217714
2018-08-18,232384157
2018-08-19,251001867
2018-08-20,257749693
2018-08-21,246493527
2018-08-22,246162905
2018-08-23,238568774
2018-08-24,235915182
2018-08-25,230269833
2018-08-26,252658715
2018-08-27,260061309
2018-08-28,250847913
2018-08-29,253303699
2018-08-30,246332509
2018-08-31,237622579
2018-09-01,234423766
2018-09-02,243624993
2018-09-03,257822766
2018-09-04,257448766
2018-09-05,246756911
2018-09-06,250053015
2018-09-07,244491275
2018-09-08,240658390
2018-09-09,254693496
2018-09-10,260945969
2018-09-11,253678424
2018-09-12,245364980
2018-09-13,243706979
2018-09-14,237910725
2018-09-15,235632011
2018-09-16,252929710
2018-09-17,263343995
2018-09-18,259911848
2018-09-19,247238826
2018-09-20,250189951
2018-09-21,238253051
2018-09-22,232991458
2018-09-23,249466400
2018-09-24,256646373
2018-09-25,252346913
2018-09-26,247759949
2018-09-27,241213911
2018-09-28,233826041
2018-09-29,228926481
2018-09-30,248695102
2018-10-01,253960734
2018-10-02,253781679
2018-10-03,249411162
2018-10-04,245916485
2018-10-05,241217870
2018-10-06,240167867
2018-10-07,256217052
2018-10-08,264714887
2018-10-09,258329861
2018-10-10,248656546
2018-10-11,246824031
2018-10-12,243169039
2018-10-13,234991231
2018-10-14,252620536
2018-10-15,261198804
2018-10-16,256390391
2018-10-17,252010663
2018-10-18,246048760
2018-10-19,236816961
2018-10-20,233253694
2018-10-21,251704481
2018-10-22,263215095
2018-10-23,256482611
2018-10-24,253773428
2018-10-25,247968427
2018-10-26,233497432
2018-10-27,227729150
2018-10-28,247239046
2018-10-29,262625715
2018-10-30,251412908
2018-10-31,243049785
2018-11-01,240551585
2018-11-02,237732340
2018-11-03,230705567
2018-11-04,249912671
2018-11-05,257772331
2018-11-06,251280876
2018-11-07,250091447
2018-11-08,244135779
2018-11-09,238888655
2018-11-10,240092844
2018-11-11,262829142
2018-11-12,273771597
2018-11-13,264266022
2018-11-14,253267290
2018-11-15,252651787
2018-11-16,244175216
2018-11-17,236574947
2018-11-18,257767651
2018-11-19,260291010
2018-11-20,252972620
2018-11-21,244862023
2018-11-22,241294784
2018-11-23,235474588
2018-11-24,241524047
2018-11-25,254936061
2018-11-26,262943439
2018-11-27,257751317
2018-11-28,255448755
2018-11-29,251719082
2018-11-30,236311129
2018-12-01,238255135
2018-12-02,256175961
2018-12-03,271921225
2018-12-04,259318632
2018-12-05,264029784
2018-12-06,258410418
2018-12-07,247960552
2018-12-08,245565654
2018-12-09,265089122
2018-12-10,269262021
2018-12-11,258205879
2018-12-12,250696552
2018-12-13,247444416
2018-12-14,238363011
2018-12-15,227822492
2018-12-16,244933688
2018-12-17,258270188
2018-12-18,247192256
2018-12-19,240800343
2018-12-20,231354940
2018-12-21,220120335
2018-12-22,220553760
